"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comenario"
"1015","192.168.1.3","3","Google Ads","vista_Chaqueta_Cuero","2025-11-13 03:00:51","Navegando catalogo"
"1016","192.168.1.3","2","Google Ads","link_menu_hombres","2025-11-13 03:00:53","Interaccion interfaz"
"1017","192.168.1.3","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 03:01:38","Navegando catalogo"
"1018","192.168.1.3","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 03:01:46","Navegando catalogo"
"1019","192.168.1.3","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 03:01:57","Navegando catalogo"
"1020","192.168.1.3","2","Google Ads","btn_agregar_carrito","2025-11-13 03:01:59","Interaccion interfaz"
"1021","192.168.1.3","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-13 03:02:58","Venta Exitosa"
"1022","192.168.1.14","1","Newsletter","Home_Page","2025-11-13 03:21:00","Inicio de sesion"
"1023","192.168.1.14","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 03:21:26","Navegando catalogo"
"1024","192.168.1.14","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 03:21:39","Navegando catalogo"
"1025","192.168.1.14","2","Newsletter","link_menu_hombres","2025-11-13 03:21:41","Interaccion interfaz"
"1026","192.168.1.14","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 03:21:59","Navegando catalogo"
"1027","192.168.1.14","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 03:22:23","Navegando catalogo"
"1028","192.168.1.14","2","Newsletter","link_menu_hombres","2025-11-13 03:22:25","Interaccion interfaz"
"1029","192.168.1.14","5","Newsletter","btn_cancelar_checkout","2025-11-13 03:23:06","Abandono en pago"
"1030","192.168.1.38","1","Facebook","Home_Page","2025-11-13 03:49:00","Inicio de sesion"
"1031","192.168.1.38","3","Facebook","vista_Vestido_Verano_Floral","2025-11-13 03:49:18","Navegando catalogo"
"1032","192.168.1.38","2","Facebook","link_menu_hombres","2025-11-13 03:49:20","Interaccion interfaz"
"1033","192.168.1.38","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 03:50:00","Navegando catalogo"
"1034","192.168.1.38","2","Facebook","link_menu_hombres","2025-11-13 03:50:02","Interaccion interfaz"
"1035","192.168.1.38","3","Facebook","vista_Chaqueta_Cuero","2025-11-13 03:50:45","Navegando catalogo"
"1036","192.168.1.38","2","Facebook","img_zoom","2025-11-13 03:50:47","Interaccion interfaz"
"1037","192.168.1.38","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 03:51:14","Navegando catalogo"
"1038","192.168.1.38","2","Facebook","link_menu_hombres","2025-11-13 03:51:16","Interaccion interfaz"
"1039","192.168.1.38","5","Facebook","btn_cancelar_checkout","2025-11-13 03:51:54","Abandono en pago"
"1040","192.168.1.7","1","Facebook","Home_Page","2025-11-13 05:07:00","Inicio de sesion"
"1041","192.168.1.7","3","Facebook","vista_Chaqueta_Cuero","2025-11-13 05:07:30","Navegando catalogo"
"1042","192.168.1.7","3","Facebook","vista_Vestido_Verano_Floral","2025-11-13 05:08:13","Navegando catalogo"
"1043","192.168.1.7","3","Facebook","vista_Chaqueta_Cuero","2025-11-13 05:08:37","Navegando catalogo"
"1044","192.168.1.7","2","Facebook","link_menu_hombres","2025-11-13 05:08:39","Interaccion interfaz"
"1045","192.168.1.37","1","Newsletter","Home_Page","2025-11-13 07:45:00","Inicio de sesion"
"1046","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 07:45:37","Navegando catalogo"
"1047","192.168.1.37","2","Newsletter","btn_ver_tallas","2025-11-13 07:45:39","Interaccion interfaz"
"1048","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 07:46:00","Navegando catalogo"
"1049","192.168.1.37","2","Newsletter","btn_ver_tallas","2025-11-13 07:46:02","Interaccion interfaz"
"1050","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 07:46:11","Navegando catalogo"
"1051","192.168.1.37","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 07:46:40","Navegando catalogo"
"1052","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 07:47:20","Navegando catalogo"
"1053","192.168.1.37","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-13 07:47:52","Venta Exitosa"
"1054","192.168.1.40","1","Google Ads","Home_Page","2025-11-13 09:33:00","Inicio de sesion"
"1055","192.168.1.40","3","Google Ads","vista_Zapatillas_Urban","2025-11-13 09:33:20","Navegando catalogo"
"1056","192.168.1.22","1","Instagram Bio","Home_Page","2025-11-13 12:26:00","Inicio de sesion"
"1057","192.168.1.22","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 12:26:24","Navegando catalogo"
"1058","192.168.1.22","2","Instagram Bio","btn_ver_tallas","2025-11-13 12:26:26","Interaccion interfaz"
"1059","192.168.1.22","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 12:26:53","Navegando catalogo"
"1060","192.168.1.22","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 12:26:59","Navegando catalogo"
"1061","192.168.1.22","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 12:27:26","Navegando catalogo"
"1062","192.168.1.22","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 12:27:36","Abandono en pago"
"1063","192.168.1.16","1","Newsletter","Home_Page","2025-11-13 14:53:00","Inicio de sesion"
"1064","192.168.1.16","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 14:53:30","Navegando catalogo"
"1065","192.168.1.16","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 14:54:08","Navegando catalogo"
"1066","192.168.1.16","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 14:54:19","Navegando catalogo"
"1067","192.168.1.16","2","Newsletter","btn_ver_tallas","2025-11-13 14:54:21","Interaccion interfaz"
"1068","192.168.1.16","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 14:55:00","Navegando catalogo"
"1069","192.168.1.16","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 14:55:05","Navegando catalogo"
"1070","192.168.1.16","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-13 14:56:04","Venta Exitosa"
"1071","192.168.1.14","1","Facebook","Home_Page","2025-11-13 15:36:00","Inicio de sesion"
"1072","192.168.1.14","3","Facebook","vista_Vestido_Verano_Floral","2025-11-13 15:36:45","Navegando catalogo"
"1073","192.168.1.14","2","Facebook","btn_ver_tallas","2025-11-13 15:36:47","Interaccion interfaz"
"1074","192.168.1.14","3","Facebook","vista_Jean_Slim_Negro","2025-11-13 15:37:19","Navegando catalogo"
"1075","192.168.1.19","1","Facebook","Home_Page","2025-11-13 17:27:00","Inicio de sesion"
"1076","192.168.1.19","3","Facebook","vista_Jean_Slim_Negro","2025-11-13 17:27:09","Navegando catalogo"
"1077","192.168.1.19","3","Facebook","vista_Jean_Slim_Negro","2025-11-13 17:27:50","Navegando catalogo"
"1078","192.168.1.19","2","Facebook","btn_ver_tallas","2025-11-13 17:27:52","Interaccion interfaz"
"1079","192.168.1.19","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 17:28:28","Navegando catalogo"
"1080","192.168.1.19","2","Facebook","btn_ver_tallas","2025-11-13 17:28:30","Interaccion interfaz"
"1081","192.168.1.19","3","Facebook","vista_Zapatillas_Urban","2025-11-13 17:29:11","Navegando catalogo"
"1082","192.168.1.19","2","Facebook","btn_ver_tallas","2025-11-13 17:29:13","Interaccion interfaz"
"1083","192.168.1.19","5","Facebook","btn_cancelar_checkout","2025-11-13 17:30:10","Abandono en pago"
"1084","192.168.1.20","1","Directo","Home_Page","2025-11-13 20:12:00","Inicio de sesion"
"1085","192.168.1.20","3","Directo","vista_Zapatillas_Urban","2025-11-13 20:12:17","Navegando catalogo"
"1086","192.168.1.20","2","Directo","img_zoom","2025-11-13 20:12:19","Interaccion interfaz"
"1087","192.168.1.20","3","Directo","vista_Chaqueta_Cuero","2025-11-13 20:13:03","Navegando catalogo"
"1088","192.168.1.20","2","Directo","link_menu_hombres","2025-11-13 20:13:05","Interaccion interfaz"
"1089","192.168.1.20","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 20:13:27","Navegando catalogo"
"1090","192.168.1.20","2","Directo","btn_agregar_carrito","2025-11-13 20:13:29","Interaccion interfaz"
"1091","192.168.1.24","1","Instagram Bio","Home_Page","2025-11-13 23:02:00","Inicio de sesion"
"1092","192.168.1.24","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 23:02:05","Navegando catalogo"
"1093","192.168.1.24","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 23:02:33","Navegando catalogo"
"1094","192.168.1.24","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 23:03:16","Navegando catalogo"
"1095","192.168.1.24","2","Instagram Bio","btn_agregar_carrito","2025-11-13 23:03:18","Interaccion interfaz"
"1096","192.168.1.24","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 23:03:59","Navegando catalogo"
"1097","192.168.1.24","2","Instagram Bio","img_zoom","2025-11-13 23:04:01","Interaccion interfaz"
"1098","192.168.1.24","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 23:04:45","Abandono en pago"
"1099","192.168.1.32","1","Directo","Home_Page","2025-11-14 01:16:00","Inicio de sesion"
"1100","192.168.1.32","3","Directo","vista_Chaqueta_Cuero","2025-11-14 01:16:25","Navegando catalogo"
"1101","192.168.1.32","3","Directo","vista_Jean_Slim_Negro","2025-11-14 01:17:08","Navegando catalogo"
"1102","192.168.1.32","2","Directo","btn_ver_tallas","2025-11-14 01:17:10","Interaccion interfaz"
"1103","192.168.1.18","1","Instagram Bio","Home_Page","2025-11-14 01:59:00","Inicio de sesion"
"1104","192.168.1.18","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 01:59:13","Navegando catalogo"
"1105","192.168.1.18","2","Instagram Bio","btn_ver_tallas","2025-11-14 01:59:15","Interaccion interfaz"
"1106","192.168.1.18","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 01:59:21","Navegando catalogo"
"1107","192.168.1.31","1","Directo","Home_Page","2025-11-14 03:00:00","Inicio de sesion"
"1108","192.168.1.31","3","Directo","vista_Zapatillas_Urban","2025-11-14 03:00:05","Navegando catalogo"
"1109","192.168.1.31","3","Directo","vista_Zapatillas_Urban","2025-11-14 03:00:14","Navegando catalogo"
"1110","192.168.1.31","3","Directo","vista_Jean_Slim_Negro","2025-11-14 03:00:48","Navegando catalogo"
"1111","192.168.1.31","2","Directo","img_zoom","2025-11-14 03:00:50","Interaccion interfaz"
"1112","192.168.1.31","3","Directo","vista_Chaqueta_Cuero","2025-11-14 03:00:57","Navegando catalogo"
"1113","192.168.1.31","2","Directo","img_zoom","2025-11-14 03:00:59","Interaccion interfaz"
"1114","192.168.1.31","3","Directo","vista_Camisa_Lino_Blanca","2025-11-14 03:01:15","Navegando catalogo"
"1115","192.168.1.31","4","Directo","btn_finalizar_pago_exitoso","2025-11-14 03:01:48","Venta Exitosa"
"1116","192.168.1.48","1","Facebook","Home_Page","2025-11-14 03:20:00","Inicio de sesion"
"1117","192.168.1.48","3","Facebook","vista_Zapatillas_Urban","2025-11-14 03:20:43","Navegando catalogo"
"1118","192.168.1.48","2","Facebook","img_zoom","2025-11-14 03:20:45","Interaccion interfaz"
"1119","192.168.1.48","3","Facebook","vista_Chaqueta_Cuero","2025-11-14 03:20:59","Navegando catalogo"
"1120","192.168.1.48","2","Facebook","img_zoom","2025-11-14 03:21:01","Interaccion interfaz"
"1121","192.168.1.48","3","Facebook","vista_Zapatillas_Urban","2025-11-14 03:21:08","Navegando catalogo"
"1122","192.168.1.48","2","Facebook","link_menu_hombres","2025-11-14 03:21:10","Interaccion interfaz"
"1123","192.168.1.48","3","Facebook","vista_Chaqueta_Cuero","2025-11-14 03:21:16","Navegando catalogo"
"1124","192.168.1.48","2","Facebook","img_zoom","2025-11-14 03:21:18","Interaccion interfaz"
"1125","192.168.1.48","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 03:22:01","Navegando catalogo"
"1126","192.168.1.48","4","Facebook","btn_finalizar_pago_exitoso","2025-11-14 03:22:29","Venta Exitosa"
"1127","192.168.1.50","1","Instagram Bio","Home_Page","2025-11-14 04:19:00","Inicio de sesion"
"1128","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 04:19:06","Navegando catalogo"
"1129","192.168.1.50","2","Instagram Bio","btn_ver_tallas","2025-11-14 04:19:08","Interaccion interfaz"
"1130","192.168.1.50","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 04:19:51","Navegando catalogo"
"1131","192.168.1.50","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-14 04:20:31","Navegando catalogo"
"1132","192.168.1.50","2","Instagram Bio","btn_ver_tallas","2025-11-14 04:20:33","Interaccion interfaz"
"1133","192.168.1.50","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 04:20:46","Navegando catalogo"
"1134","192.168.1.50","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 04:21:22","Navegando catalogo"
"1135","192.168.1.50","4","Instagram Bio","btn_finalizar_pago_exitoso","2025-11-14 04:22:08","Venta Exitosa"
"1136","192.168.1.25","1","Instagram Bio","Home_Page","2025-11-14 05:59:00","Inicio de sesion"
"1137","192.168.1.25","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-14 05:59:18","Navegando catalogo"
"1138","192.168.1.25","2","Instagram Bio","btn_agregar_carrito","2025-11-14 05:59:20","Interaccion interfaz"
"1139","192.168.1.25","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-14 05:59:51","Navegando catalogo"
"1140","192.168.1.25","2","Instagram Bio","btn_ver_tallas","2025-11-14 05:59:53","Interaccion interfaz"
"1141","192.168.1.25","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-14 06:00:33","Navegando catalogo"
"1142","192.168.1.50","1","Instagram Bio","Home_Page","2025-11-14 07:48:00","Inicio de sesion"
"1143","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 07:48:08","Navegando catalogo"
"1144","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 07:48:36","Navegando catalogo"
"1145","192.168.1.50","2","Instagram Bio","btn_ver_tallas","2025-11-14 07:48:38","Interaccion interfaz"
"1146","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 07:49:03","Navegando catalogo"
"1147","192.168.1.50","2","Instagram Bio","btn_agregar_carrito","2025-11-14 07:49:05","Interaccion interfaz"
"1148","192.168.1.50","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 07:49:35","Navegando catalogo"
"1149","192.168.1.50","5","Instagram Bio","btn_cancelar_checkout","2025-11-14 07:50:26","Abandono en pago"
"1150","192.168.1.48","1","Google Ads","Home_Page","2025-11-14 09:11:00","Inicio de sesion"
"1151","192.168.1.48","3","Google Ads","vista_Chaqueta_Cuero","2025-11-14 09:11:25","Navegando catalogo"
"1152","192.168.1.48","2","Google Ads","btn_agregar_carrito","2025-11-14 09:11:27","Interaccion interfaz"
"1153","192.168.1.48","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-14 09:11:44","Navegando catalogo"
"1154","192.168.1.48","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-14 09:12:11","Navegando catalogo"
"1155","192.168.1.48","2","Google Ads","img_zoom","2025-11-14 09:12:13","Interaccion interfaz"
"1156","192.168.1.4","1","Newsletter","Home_Page","2025-11-14 09:43:00","Inicio de sesion"
"1157","192.168.1.4","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 09:43:05","Navegando catalogo"
"1158","192.168.1.4","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 09:43:26","Navegando catalogo"
"1159","192.168.1.34","1","Facebook","Home_Page","2025-11-14 11:20:00","Inicio de sesion"
"1160","192.168.1.34","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 11:20:24","Navegando catalogo"
"1161","192.168.1.42","1","Newsletter","Home_Page","2025-11-14 13:57:00","Inicio de sesion"
"1162","192.168.1.42","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 13:57:14","Navegando catalogo"
"1163","192.168.1.42","2","Newsletter","link_menu_hombres","2025-11-14 13:57:16","Interaccion interfaz"
"1164","192.168.1.42","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 13:57:46","Navegando catalogo"
"1165","192.168.1.42","2","Newsletter","btn_ver_tallas","2025-11-14 13:57:48","Interaccion interfaz"
"1166","192.168.1.42","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 13:57:56","Navegando catalogo"
"1167","192.168.1.42","2","Newsletter","img_zoom","2025-11-14 13:57:58","Interaccion interfaz"
"1168","192.168.1.42","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 13:58:21","Navegando catalogo"
"1169","192.168.1.42","2","Newsletter","btn_ver_tallas","2025-11-14 13:58:23","Interaccion interfaz"
"1170","192.168.1.42","5","Newsletter","btn_cancelar_checkout","2025-11-14 13:59:12","Abandono en pago"
"1171","192.168.1.11","1","Facebook","Home_Page","2025-11-14 16:22:00","Inicio de sesion"
"1172","192.168.1.11","3","Facebook","vista_Zapatillas_Urban","2025-11-14 16:22:06","Navegando catalogo"
"1173","192.168.1.11","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 16:22:26","Navegando catalogo"
"1174","192.168.1.11","3","Facebook","vista_Zapatillas_Urban","2025-11-14 16:22:41","Navegando catalogo"
"1175","192.168.1.11","2","Facebook","link_menu_hombres","2025-11-14 16:22:43","Interaccion interfaz"
"1176","192.168.1.29","1","Facebook","Home_Page","2025-11-14 17:18:00","Inicio de sesion"
"1177","192.168.1.29","3","Facebook","vista_Zapatillas_Urban","2025-11-14 17:18:45","Navegando catalogo"
"1178","192.168.1.29","3","Facebook","vista_Zapatillas_Urban","2025-11-14 17:19:27","Navegando catalogo"
"1179","192.168.1.29","2","Facebook","link_menu_hombres","2025-11-14 17:19:29","Interaccion interfaz"
"1180","192.168.1.29","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 17:19:34","Navegando catalogo"
"1181","192.168.1.29","3","Facebook","vista_Chaqueta_Cuero","2025-11-14 17:19:40","Navegando catalogo"
"1182","192.168.1.29","3","Facebook","vista_Vestido_Verano_Floral","2025-11-14 17:19:50","Navegando catalogo"
"1183","192.168.1.29","4","Facebook","btn_finalizar_pago_exitoso","2025-11-14 17:20:11","Venta Exitosa"
"1184","192.168.1.13","1","Google Ads","Home_Page","2025-11-14 18:39:00","Inicio de sesion"
"1185","192.168.1.13","3","Google Ads","vista_Chaqueta_Cuero","2025-11-14 18:39:22","Navegando catalogo"
"1186","192.168.1.13","2","Google Ads","link_menu_hombres","2025-11-14 18:39:24","Interaccion interfaz"
"1187","192.168.1.13","3","Google Ads","vista_Zapatillas_Urban","2025-11-14 18:40:04","Navegando catalogo"
"1188","192.168.1.13","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-14 18:40:47","Navegando catalogo"
"1189","192.168.1.13","2","Google Ads","btn_agregar_carrito","2025-11-14 18:40:49","Interaccion interfaz"
"1190","192.168.1.13","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-14 18:41:22","Navegando catalogo"
"1191","192.168.1.13","2","Google Ads","link_menu_hombres","2025-11-14 18:41:24","Interaccion interfaz"
"1192","192.168.1.13","5","Google Ads","btn_cancelar_checkout","2025-11-14 18:41:45","Abandono en pago"
"1193","192.168.1.47","1","Facebook","Home_Page","2025-11-14 18:50:00","Inicio de sesion"
"1194","192.168.1.47","3","Facebook","vista_Vestido_Verano_Floral","2025-11-14 18:50:10","Navegando catalogo"
"1195","192.168.1.47","2","Facebook","btn_ver_tallas","2025-11-14 18:50:12","Interaccion interfaz"
"1196","192.168.1.47","3","Facebook","vista_Chaqueta_Cuero","2025-11-14 18:50:54","Navegando catalogo"
"1197","192.168.1.47","3","Facebook","vista_Vestido_Verano_Floral","2025-11-14 18:51:03","Navegando catalogo"
"1198","192.168.1.47","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-14 18:51:30","Navegando catalogo"
"1199","192.168.1.47","2","Facebook","btn_ver_tallas","2025-11-14 18:51:32","Interaccion interfaz"
"1200","192.168.1.47","5","Facebook","btn_cancelar_checkout","2025-11-14 18:52:01","Abandono en pago"
"1201","192.168.1.12","1","Instagram Bio","Home_Page","2025-11-14 21:40:00","Inicio de sesion"
"1202","192.168.1.12","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 21:40:11","Navegando catalogo"
"1203","192.168.1.12","2","Instagram Bio","link_menu_hombres","2025-11-14 21:40:13","Interaccion interfaz"
"1204","192.168.1.3","1","Facebook","Home_Page","2025-11-14 23:12:00","Inicio de sesion"
"1205","192.168.1.3","3","Facebook","vista_Jean_Slim_Negro","2025-11-14 23:12:25","Navegando catalogo"
"1206","192.168.1.3","2","Facebook","btn_agregar_carrito","2025-11-14 23:12:27","Interaccion interfaz"
"1207","192.168.1.50","1","Facebook","Home_Page","2025-11-15 00:31:00","Inicio de sesion"
"1208","192.168.1.50","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-15 00:31:05","Navegando catalogo"
"1209","192.168.1.50","3","Facebook","vista_Chaqueta_Cuero","2025-11-15 00:31:38","Navegando catalogo"
"1210","192.168.1.50","2","Facebook","btn_ver_tallas","2025-11-15 00:31:40","Interaccion interfaz"
"1211","192.168.1.50","3","Facebook","vista_Zapatillas_Urban","2025-11-15 00:31:54","Navegando catalogo"
"1212","192.168.1.50","2","Facebook","btn_ver_tallas","2025-11-15 00:31:56","Interaccion interfaz"
"1213","192.168.1.50","3","Facebook","vista_Chaqueta_Cuero","2025-11-15 00:32:06","Navegando catalogo"
"1214","192.168.1.50","3","Facebook","vista_Jean_Slim_Negro","2025-11-15 00:32:13","Navegando catalogo"
"1215","192.168.1.50","4","Facebook","btn_finalizar_pago_exitoso","2025-11-15 00:32:54","Venta Exitosa"
"1216","192.168.1.21","1","Instagram Bio","Home_Page","2025-11-15 00:43:00","Inicio de sesion"
"1217","192.168.1.21","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-15 00:43:20","Navegando catalogo"
"1218","192.168.1.21","2","Instagram Bio","link_menu_hombres","2025-11-15 00:43:22","Interaccion interfaz"
"1219","192.168.1.21","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 00:44:00","Navegando catalogo"
"1220","192.168.1.21","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-15 00:44:44","Navegando catalogo"
"1221","192.168.1.21","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-15 00:45:19","Navegando catalogo"
"1222","192.168.1.21","2","Instagram Bio","btn_agregar_carrito","2025-11-15 00:45:21","Interaccion interfaz"
"1223","192.168.1.21","5","Instagram Bio","btn_cancelar_checkout","2025-11-15 00:45:48","Abandono en pago"
"1224","192.168.1.26","1","Facebook","Home_Page","2025-11-15 02:24:00","Inicio de sesion"
"1225","192.168.1.26","3","Facebook","vista_Chaqueta_Cuero","2025-11-15 02:24:18","Navegando catalogo"
"1226","192.168.1.26","2","Facebook","link_menu_hombres","2025-11-15 02:24:20","Interaccion interfaz"
"1227","192.168.1.39","1","Instagram Bio","Home_Page","2025-11-15 02:37:00","Inicio de sesion"
"1228","192.168.1.39","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 02:37:14","Navegando catalogo"
"1229","192.168.1.39","2","Instagram Bio","btn_ver_tallas","2025-11-15 02:37:16","Interaccion interfaz"
"1230","192.168.1.48","1","Directo","Home_Page","2025-11-15 04:21:00","Inicio de sesion"
"1231","192.168.1.48","3","Directo","vista_Camisa_Lino_Blanca","2025-11-15 04:21:30","Navegando catalogo"
"1232","192.168.1.48","3","Directo","vista_Jean_Slim_Negro","2025-11-15 04:22:02","Navegando catalogo"
"1233","192.168.1.48","2","Directo","btn_agregar_carrito","2025-11-15 04:22:04","Interaccion interfaz"
"1234","192.168.1.48","3","Directo","vista_Camisa_Lino_Blanca","2025-11-15 04:22:31","Navegando catalogo"
"1235","192.168.1.48","2","Directo","link_menu_hombres","2025-11-15 04:22:33","Interaccion interfaz"
"1236","192.168.1.48","3","Directo","vista_Vestido_Verano_Floral","2025-11-15 04:23:02","Navegando catalogo"
"1237","192.168.1.48","5","Directo","btn_cancelar_checkout","2025-11-15 04:24:00","Abandono en pago"
"1238","192.168.1.17","1","Newsletter","Home_Page","2025-11-15 05:15:00","Inicio de sesion"
"1239","192.168.1.17","3","Newsletter","vista_Jean_Slim_Negro","2025-11-15 05:15:39","Navegando catalogo"
"1240","192.168.1.17","2","Newsletter","link_menu_hombres","2025-11-15 05:15:41","Interaccion interfaz"
"1241","192.168.1.17","3","Newsletter","vista_Jean_Slim_Negro","2025-11-15 05:16:01","Navegando catalogo"
"1242","192.168.1.17","2","Newsletter","btn_agregar_carrito","2025-11-15 05:16:03","Interaccion interfaz"
"1243","192.168.1.17","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 05:16:34","Navegando catalogo"
"1244","192.168.1.19","1","Facebook","Home_Page","2025-11-15 06:12:00","Inicio de sesion"
"1245","192.168.1.19","3","Facebook","vista_Zapatillas_Urban","2025-11-15 06:12:22","Navegando catalogo"
"1246","192.168.1.19","3","Facebook","vista_Jean_Slim_Negro","2025-11-15 06:12:39","Navegando catalogo"
"1247","192.168.1.28","1","Instagram Bio","Home_Page","2025-11-15 08:22:00","Inicio de sesion"
"1248","192.168.1.28","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-15 08:22:10","Navegando catalogo"
"1249","192.168.1.28","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-15 08:22:19","Navegando catalogo"
"1250","192.168.1.28","2","Instagram Bio","link_menu_hombres","2025-11-15 08:22:21","Interaccion interfaz"
"1251","192.168.1.28","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-15 08:22:48","Navegando catalogo"
"1252","192.168.1.5","1","Directo","Home_Page","2025-11-15 11:20:00","Inicio de sesion"
"1253","192.168.1.5","3","Directo","vista_Camisa_Lino_Blanca","2025-11-15 11:20:37","Navegando catalogo"
"1254","192.168.1.5","2","Directo","btn_ver_tallas","2025-11-15 11:20:39","Interaccion interfaz"
"1255","192.168.1.5","3","Directo","vista_Camisa_Lino_Blanca","2025-11-15 11:20:49","Navegando catalogo"
"1256","192.168.1.5","2","Directo","btn_agregar_carrito","2025-11-15 11:20:51","Interaccion interfaz"
"1257","192.168.1.12","1","Google Ads","Home_Page","2025-11-15 12:38:00","Inicio de sesion"
"1258","192.168.1.12","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-15 12:38:05","Navegando catalogo"
"1259","192.168.1.12","2","Google Ads","link_menu_hombres","2025-11-15 12:38:07","Interaccion interfaz"
"1260","192.168.1.26","1","Newsletter","Home_Page","2025-11-15 13:03:00","Inicio de sesion"
"1261","192.168.1.26","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 13:03:17","Navegando catalogo"
"1262","192.168.1.26","2","Newsletter","btn_agregar_carrito","2025-11-15 13:03:19","Interaccion interfaz"
"1263","192.168.1.26","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 13:03:44","Navegando catalogo"
"1264","192.168.1.26","2","Newsletter","btn_ver_tallas","2025-11-15 13:03:46","Interaccion interfaz"
"1265","192.168.1.26","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 13:04:13","Navegando catalogo"
"1266","192.168.1.26","3","Newsletter","vista_Zapatillas_Urban","2025-11-15 13:04:42","Navegando catalogo"
